651320	634802	0.881578947368
665904	112954	0.805555555556
334029	112954	0.888888888889
334027	112954	0.858585858586
668445	112954	0.867346938776
669823	112954	0.810810810811
669825	112954	0.834862385321
643544	112954	0.868131868132
652684	112954	0.80612244898
669708	112954	0.816326530612
334183	112954	0.817307692308
643523	112954	0.81914893617
636406	630917	0.833333333333
55797	630917	0.830985915493
632951	630917	0.929133858268
658695	630917	0.855072463768
658696	630917	0.887218045113
658697	630917	0.830985915493
634487	630912	0.85628742515
681684	678473	0.822222222222
683688	678473	0.807228915663
122349	87294	0.88
400081	87294	0.828828828829
52590	87294	0.851851851852
87615	87294	0.92
51519	87294	0.92
52588	87294	0.814159292035
682596	687950	0.913793103448
677721	687950	0.968944099379
677720	687950	0.968944099379
671151	687950	0.934131736527
666373	687950	0.968944099379
670467	687950	0.934131736527
682594	687950	0.832460732984
682595	687950	0.913793103448
664399	687950	0.968944099379
683208	687950	0.913793103448
683207	687950	0.913793103448
682399	687950	0.934131736527
625832	625829	0.932989690722
634672	625829	0.850241545894
641392	636504	0.890710382514
636507	636506	0.833333333333
631310	636506	0.846994535519
641392	636503	0.953216374269
663658	650358	0.847826086957
663652	650358	0.891428571429
663653	650358	0.891428571429
663656	650358	0.876404494382
663657	650358	0.857142857143
689135	650358	0.847826086957
668839	650358	0.871508379888
668838	650358	0.901734104046
668832	650358	0.825396825397
668831	650358	0.881355932203
668830	650358	0.896551724138
668837	650358	0.891428571429
668836	650358	0.884848484848
668835	650358	0.912280701754
668834	650358	0.912280701754
706742	650358	0.923076923077
706741	650358	0.945454545455
643414	650358	0.804469273743
699740	650358	0.838709677419
668851	650358	0.871508379888
657019	650358	0.843930635838
657018	650358	0.834285714286
657016	650358	0.861878453039
699743	650358	0.891428571429
657023	650358	0.809278350515
657020	650358	0.843243243243
657021	650358	0.901734104046
706737	650358	0.852459016393
706736	650358	0.917647058824
706738	650358	0.901734104046
668840	650358	0.861878453039
668841	650358	0.886363636364
655614	67574	0.945161290323
637624	637679	0.810344827586
676919	676916	0.830578512397
677287	683648	0.831578947368
677259	683648	0.838095238095
680415	699492	0.800904977376
680415	699495	0.819512195122
694250	697445	0.848739495798
694555	697445	0.822033898305
694249	697445	0.842975206612
667682	697445	0.833333333333
710465	697445	0.846774193548
665993	673738	0.805860805861
671048	673738	0.90977443609
671049	673738	0.90977443609
671047	673738	0.846153846154
682861	646485	0.8779342723
682862	646485	0.841121495327
646490	646485	0.903846153846
682006	631381	0.972789115646
658527	631384	0.801075268817
64058	50848	0.90099009901
64059	50848	0.892156862745
50855	50848	0.919191919192
50854	50848	0.947916666667
48972	50848	0.857142857143
641406	634407	0.82
635835	634407	0.834532374101
641406	634405	0.818791946309
641406	634403	0.82
635835	634400	0.805555555556
679694	703046	0.922480620155
699850	703046	0.832167832168
681677	703046	0.868217054264
698624	703046	0.802721088435
706329	703046	0.86231884058
700632	703046	0.843971631206
702218	703046	0.875
707795	703046	0.875
704365	703046	0.840909090909
632249	703046	0.859504132231
700301	703046	0.813953488372
682124	703046	0.835820895522
667680	703046	0.88
661404	703046	0.901515151515
661403	703046	0.814516129032
700356	703046	0.901515151515
700586	703046	0.923076923077
632252	703046	0.859504132231
710466	703046	0.914728682171
644502	703046	0.851239669421
659688	703046	0.914728682171
699504	703046	0.813953488372
